MASTER_CAMPAIGN_ID,PERIOD,PERIOD_DATE
"i2c1511103a",1,2015-09-21
"i2c1511103a",2,2015-12-13
"i2c1511103a",3,2015-12-14
"i2c1511103a",4,2015-12-27
"i2c1511103a",5,2015-12-28
"i2c1511103a",6,2016-02-07
"i2c1507074aM",1,2015-04-07
"i2c1507074aM",2,2015-06-29
"i2c1507074aM",3,2015-06-30
"i2c1507074aM",4,2015-07-28
"i2c1507074aM",5,2015-07-29
"i2c1507074aM",6,2015-10-20
"i2c1507095a",1,2015-04-29
"i2c1507095a",2,2015-07-21
"i2c1507095a",3,2015-07-22
"i2c1507095a",4,2015-10-27
"i2c1507095a",5,2015-10-28
"i2c1507095a",6,2015-12-08
"i2cLENORV2",1,2015-08-10
"i2cLENORV2",2,2015-11-01
"i2cLENORV2",3,2015-11-02
"i2cLENORV2",4,2015-11-15
"i2c1507030a",1,2015-06-01
"i2c1507030a",2,2015-08-23
"i2c1507030a",3,2015-08-24
"i2c1507030a",4,2015-09-29
"i2c1507030a",5,2015-09-30
"i2c1507030a",6,2015-11-10
"i2c1506032M1",1,2015-03-10
"i2c1506032M1",2,2015-06-01
"i2c1506032M1",3,2015-06-02
"i2c1506032M1",4,2015-06-30
"i2c1506032M1",5,2015-07-01
"i2c1506032M1",6,2015-09-22
"i2c1508169a2",1,2015-08-07
"i2c1508169a2",2,2015-10-29
"i2c1508169a2",3,2015-10-30
"i2c1508169a2",4,2015-10-30
"i2c1508169a2",5,2015-10-31
"i2c1508169a2",6,2015-12-11
"i2c1504091aM",1,2015-01-13
"i2c1504091aM",2,2015-04-06
"i2c1504091aM",3,2015-04-07
"i2c1504091aM",4,2015-05-05
"i2c1504091aM",5,2015-05-06
"i2c1504091aM",6,2015-07-28
"i2cLYNX777",1,2015-11-15
"i2cLYNX777",2,2016-02-06
"i2cLYNX777",3,2016-02-07
"i2cLYNX777",4,2016-03-26
"i2c1508013a",1,2015-05-20
"i2c1508013a",2,2015-08-11
"i2c1508013a",3,2015-08-12
"i2c1508013a",4,2015-09-08
"i2c1508013a",5,2015-09-09
"i2c1508013a",6,2015-10-20
"TEST_JD",1,2015-05-27
"TEST_JD",2,2015-08-18
"TEST_JD",3,2015-08-19
"TEST_JD",4,2015-09-30
"TEST_JD",5,2015-10-01
"TEST_JD",6,2015-11-11
"i2c1510006a",1,2015-09-14
"i2c1510006a",2,2015-12-06
"i2c1510006a",3,2015-12-07
"i2c1510006a",4,2015-12-07
"i2cHSV4",1,2015-09-21
"i2cHSV4",2,2015-12-13
"i2cHSV4",3,2015-12-14
"i2cHSV4",4,2016-01-03
"i2cHSV4",5,2016-01-04
"i2cHSV4",6,2016-02-14
"i2c1507212a",1,2015-09-19
"i2c1507212a",2,2015-12-11
"i2c1507212a",3,2015-12-12
"i2c1507212a",4,2015-12-17
"i2c1507212a",5,2015-12-18
"i2c1507212a",6,2016-01-28
"i2c1509107aA",1,2015-08-10
"i2c1509107aA",2,2015-11-01
"i2c1509107aA",3,2015-11-02
"i2c1509107aA",4,2015-11-15
"i2c1509004a2",1,2015-08-04
"i2c1509004a2",2,2015-10-26
"i2c1509004a2",3,2015-10-27
"i2c1509004a2",4,2015-12-01
"i2c1509004a2",5,2015-12-02
"i2c1509004a2",6,2016-01-12
"i2c1509067a",1,2015-08-30
"i2c1509067a",2,2015-11-21
"i2c1509067a",3,2015-11-22
"i2c1509067a",4,2015-11-25
"i2c1509067a",5,2015-11-26
"i2c1509067a",6,2016-01-06
"i2c1509107a2",1,2015-08-10
"i2c1509107a2",2,2015-11-01
"i2c1509107a2",3,2015-11-02
"i2c1509107a2",4,2015-11-15
"i2c1508034a",1,2015-06-01
"i2c1508034a",2,2015-08-23
"i2c1508034a",3,2015-08-24
"i2c1508034a",4,2015-10-18
"i2c1508034a",5,2015-10-19
"i2c1508034a",6,2015-11-29
"i2c1509107aF",1,2015-08-10
"i2c1509107aF",2,2015-11-01
"i2c1509107aF",3,2015-11-02
"i2c1509107aF",4,2015-11-15
"i2c1509103a",1,2015-07-27
"i2c1509103a",2,2015-10-18
"i2c1509103a",3,2015-10-19
"i2c1509103a",4,2015-11-29
"i2c1509103a",5,2015-11-30
"i2c1509103a",6,2016-01-10
"i2c1510003a2",1,2015-08-24
"i2c1510003a2",2,2015-11-15
"i2c1510003a2",3,2015-11-16
"i2c1510003a2",4,2015-12-08
"i2c1510003a1",1,2015-08-24
"i2c1510003a1",2,2015-11-15
"i2c1510003a1",3,2015-11-16
"i2c1510003a1",4,2015-12-08
"i2c1507203a",1,2015-07-15
"i2c1507203a",2,2015-10-06
"i2c1507203a",3,2015-10-07
"i2c1507203a",4,2015-10-27
"i2c1507203a",5,2015-10-28
"i2c1507203a",6,2015-12-08
"i2c1509004a",1,2015-08-04
"i2c1509004a",2,2015-10-26
"i2c1509004a",3,2015-10-27
"i2c1509004a",4,2015-12-01
"i2c1509004a",5,2015-12-02
"i2c1509004a",6,2016-01-12
"i2c1510061a",1,2015-09-07
"i2c1510061a",2,2015-11-29
"i2c1510061a",3,2015-11-30
"i2c1510061a",4,2015-12-13
"i2c1510061a",5,2015-12-14
"i2c1510061a",6,2016-01-24
"i2c1509131a",1,2015-09-26
"i2c1509131a",2,2015-12-18
"i2c1509131a",3,2015-12-19
"i2c1509131a",4,2015-12-20
"i2c1509131a",5,2015-12-21
"i2c1509131a",6,2016-01-31
"i2c1510013a",1,2015-07-15
"i2c1510013a",2,2015-10-06
"i2c1510013a",3,2015-10-07
"i2c1510013a",4,2015-10-27
"i2c1510013a",5,2015-10-28
"i2c1510013a",6,2015-12-08
"i2cBRAUNV4",1,2015-08-24
"i2cBRAUNV4",2,2015-11-15
"i2cBRAUNV4",3,2015-11-16
"i2cBRAUNV4",4,2015-11-29
"i2cBRAUNV4",5,2015-11-30
"i2cBRAUNV4",6,2016-01-10
"i2c1509144a",1,2015-09-05
"i2c1509144a",2,2015-11-27
"i2c1509144a",3,2015-11-28
"i2c1509144a",4,2015-12-01
"i2c1509144a",5,2015-12-02
"i2c1509144a",6,2016-01-12
"i2c1509014a",1,2015-08-04
"i2c1509014a",2,2015-10-26
"i2c1509014a",3,2015-10-27
"i2c1509014a",4,2015-12-08
"i2c1509014a",5,2015-12-09
"i2c1509014a",6,2016-01-19
"i2c1508203a",1,2015-07-04
"i2c1508203a",2,2015-09-25
"i2c1508203a",3,2015-09-26
"i2c1508203a",4,2015-09-27
"i2c1508203a",5,2015-09-28
"i2c1508203a",6,2015-11-08
"i2c1509107a1",1,2015-08-10
"i2c1508186a2",1,2015-08-05
"i2c1509107a1",2,2015-11-01
"i2c1508186a2",2,2015-10-27
"i2c1509107a1",3,2015-11-02
"i2c1508186a2",3,2015-10-28
"i2c1509107a1",4,2015-11-15
"i2c1508186a2",4,2015-11-17
"i2c1508186a2",5,2015-11-18
"i2c1508186a2",6,2015-12-29
"i2c1509111a",1,2015-08-05
"i2c1509111a",2,2015-10-27
"i2c1509111a",3,2015-10-28
"i2c1509111a",4,2015-11-29
"i2c1509111a",5,2015-11-30
"i2c1509111a",6,2016-01-10
"i2c1509134a",1,2015-08-04
"i2c1509134a",2,2015-10-26
"i2c1509134a",3,2015-10-27
"i2c1509134a",4,2015-12-01
"i2c1509134a",5,2015-12-02
"i2c1509134a",6,2016-01-12
"i2cGILLEV2",1,2015-09-21
"i2cGILLEV2",2,2015-12-13
"i2cGILLEV2",3,2015-12-14
"i2cGILLEV2",4,2016-01-03
"i2cFAIFEV2",1,2015-08-10
"i2cFAIFEV2",2,2015-11-01
"i2cFAIFEV2",3,2015-11-02
"i2cFAIFEV2",4,2015-11-15
"i2c1508254a",1,2015-08-02
"i2c1508254a",2,2015-10-24
"i2c1508254a",3,2015-10-25
"i2c1508254a",4,2015-10-25
"i2c1508254a",5,2015-10-26
"i2c1508254a",6,2015-12-06
"i2c1510051a",1,2015-09-21
"i2c1510051a",2,2015-12-13
"i2c1510051a",3,2015-12-14
"i2c1510051a",4,2015-12-19
"i2c1510051a",5,2015-12-20
"i2c1510051a",6,2016-01-30
"i2c1508265a",1,2015-06-29
"i2c1508265a",2,2015-09-20
"i2c1508265a",3,2015-09-21
"i2c1508265a",4,2015-10-04
"i2c1508265a",5,2015-10-05
"i2c1508265a",6,2015-11-15
"i2c1508281a",1,2015-07-17
"i2c1508281a",2,2015-10-08
"i2c1508281a",3,2015-10-09
"i2c1508281a",4,2015-10-10
"i2c1508281a",5,2015-10-11
"i2c1508281a",6,2015-11-21
"i2c1504065aM",1,2015-01-13
"i2c1504065aM",2,2015-04-06
"i2c1504065aM",3,2015-04-07
"i2c1504065aM",4,2015-05-05
"i2c1504065aM",5,2015-05-06
"i2c1504065aM",6,2015-07-28
"TEST_JD2",1,2015-05-27
"TEST_JD2",2,2015-08-18
"TEST_JD2",3,2015-08-19
"TEST_JD2",4,2015-09-30
"TEST_JD2",5,2015-10-01
"TEST_JD2",6,2015-11-11
"i2c1511015a",1,2015-09-07
"i2c1511015a",2,2015-11-29
"i2c1511015a",3,2015-11-30
"i2c1511015a",4,2015-12-29
"i2c1511015a",5,2015-12-30
"i2c1511015a",6,2016-02-09
"i2c1507192a",1,2015-07-10
"i2c1507192a",2,2015-10-01
"i2c1507192a",3,2015-10-02
"i2c1507192a",4,2015-10-02
"i2c1507192a",5,2015-10-03
"i2c1507192a",6,2015-11-13
"i2cLYNX222",1,2015-11-15
"i2cLYNX222",2,2016-02-06
"i2cLYNX222",3,2016-02-07
"i2cLYNX222",4,2016-02-20
"i2c1516KC0M",1,2015-03-10
"i2c1516KC0M",2,2015-06-01
"i2c1516KC0M",3,2015-06-02
"i2c1516KC0M",4,2015-06-30
"i2c1516KC0M",5,2015-07-01
"i2c1516KC0M",6,2015-09-22
"i2c1510003aH",1,2015-09-21
"i2c1510003aH",2,2015-12-13
"i2c1510003aH",3,2015-12-14
"i2c1510003aH",4,2016-01-03
"i2cLENUNV2",1,2015-08-10
"i2cLENUNV2",2,2015-11-01
"i2cLENUNV2",3,2015-11-02
"i2cLENUNV2",4,2015-11-15
"i2c1508061a",1,2015-05-28
"i2c1508061a",2,2015-08-19
"i2c1508061a",3,2015-08-20
"i2c1508061a",4,2015-09-29
"i2c1508061a",5,2015-09-30
"i2c1508061a",6,2015-11-10
"i2c1506063aM",1,2015-03-10
"i2c1506063aM",2,2015-06-01
"i2c1506063aM",3,2015-06-02
"i2c1506063aM",4,2015-06-30
"i2c1506063aM",5,2015-07-01
"i2c1506063aM",6,2015-09-22
"i2cLYNX111",1,2015-11-15
"i2cLYNX111",2,2016-02-06
"i2cLYNX111",3,2016-02-07
"i2cLYNX111",4,2016-02-13
"i2cLYNX888",1,2015-11-15
"i2cLYNX888",2,2016-02-06
"i2cLYNX888",3,2016-02-07
"i2cLYNX888",4,2016-04-02
"i2c15FAINB",1,2015-10-26
"i2c15FAINB",2,2016-01-17
"i2c15FAINB",3,2016-01-18
"i2c15FAINB",4,2016-02-02
"i2c1507181a",1,2015-06-15
"i2c1507181a",2,2015-09-06
"i2c1507181a",3,2015-09-07
"i2c1507181a",4,2015-09-20
"i2c1507181a",5,2015-09-21
"i2c1507181a",6,2015-11-01
"i2c1509016a2",1,2015-08-04
"i2c1509016a2",2,2015-10-26
"i2c1509016a2",3,2015-10-27
"i2c1509016a2",4,2015-12-01
"i2c1509016a2",5,2015-12-02
"i2c1509016a2",6,2016-01-12
"i2c1507173a",1,2015-06-13
"i2c1507173a",2,2015-09-04
"i2c1507173a",3,2015-09-05
"i2c1507173a",4,2015-09-10
"i2c1507173a",5,2015-09-11
"i2c1507173a",6,2015-10-22
"i2c1507204a",1,2015-08-08
"i2c1507204a",2,2015-10-30
"i2c1507204a",3,2015-10-31
"i2c1507204a",4,2015-11-01
"i2c1507204a",5,2015-11-02
"i2c1507204a",6,2015-12-13
"i2cFABREV4",1,2015-08-10
"i2cFABREV4",2,2015-11-01
"i2cFABREV4",3,2015-11-02
"i2cFABREV4",4,2015-11-15
"i2cFABREV4",5,2015-11-16
"i2cFABREV4",6,2015-12-27
"i2c1508042a",1,2015-05-20
"i2c1508042a",2,2015-08-11
"i2c1508042a",3,2015-08-12
"i2c1508042a",4,2015-09-29
"i2c1508042a",5,2015-09-30
"i2c1508042a",6,2015-11-10
"i2c1505012aM",1,2015-02-09
"i2c1505012aM",2,2015-05-03
"i2c1505012aM",3,2015-05-04
"i2c1505012aM",4,2015-06-02
"i2c1505012aM",5,2015-06-03
"i2c1505012aM",6,2015-08-25
"i2c1509030a",1,2015-08-04
"i2c1509030a",2,2015-10-26
"i2c1509030a",3,2015-10-27
"i2c1509030a",4,2015-12-01
"i2c1509030a",5,2015-12-02
"i2c1509030a",6,2016-01-12
"i2c1509046a",1,2015-08-13
"i2c1509046a",2,2015-11-04
"i2c1509046a",3,2015-11-05
"i2c1509046a",4,2015-11-06
"i2c1509046a",5,2015-11-07
"i2c1509046a",6,2015-12-18
"i2cFAIDADWV2",1,2015-07-13
"i2cFAIDADWV2",2,2015-10-04
"i2cFAIDADWV2",3,2015-10-05
"i2cFAIDADWV2",4,2015-10-18
"i2c1510108a",1,2015-08-26
"i2c1510108a",2,2015-11-17
"i2c1510108a",3,2015-11-18
"i2c1510108a",4,2015-12-10
"i2c1510108a",5,2015-12-11
"i2c1510108a",6,2016-01-21
"i2c1510033a",1,2015-08-26
"i2c1510033a",2,2015-11-17
"i2c1510033a",3,2015-11-18
"i2c1510033a",4,2016-01-04
"i2c1510033a",5,2016-01-05
"i2c1510033a",6,2016-02-15
"i2cFAINBV4",1,2015-08-10
"i2cFAINBV4",2,2015-11-01
"i2cFAINBV4",3,2015-11-02
"i2cFAINBV4",4,2015-11-15
"i2cFAINBV4",5,2015-11-16
"i2cFAINBV4",6,2015-12-27
"i2c1507210a",1,2015-08-21
"i2c1507210a",2,2015-11-12
"i2c1507210a",3,2015-11-13
"i2c1507210a",4,2015-11-14
"i2c1507210a",5,2015-11-15
"i2c1507210a",6,2015-12-26
"i2c1507187a",1,2015-07-13
"i2c1507187a",2,2015-10-04
"i2c1507187a",3,2015-10-05
"i2c1507187a",4,2015-10-27
"i2c1507187a",5,2015-10-28
"i2c1507187a",6,2015-12-08
"i2c1508146a",1,2015-09-18
"i2c1508146a",2,2015-12-10
"i2c1508146a",3,2015-12-11
"i2c1508146a",4,2015-12-15
"i2c1508146a",5,2015-12-16
"i2c1508146a",6,2016-01-26
"i2cVENUSV2",1,2015-09-21
"i2cVENUSV2",2,2015-12-13
"i2cVENUSV2",3,2015-12-14
"i2cVENUSV2",4,2016-01-03
"i2c1509107a7",1,2015-08-10
"i2c1509107a7",2,2015-11-01
"i2c1509107a7",3,2015-11-02
"i2c1509107a7",4,2015-11-15
"i2c1510046a",1,2015-09-17
"i2c1510046a",2,2015-12-09
"i2c1510046a",3,2015-12-10
"i2c1510046a",4,2015-12-15
"i2c1510046a",5,2015-12-16
"i2c1510046a",6,2016-01-26
"i2cFAIDHDWV4",1,2015-07-13
"i2cFAIDHDWV4",2,2015-10-04
"i2cFAIDHDWV4",3,2015-10-05
"i2cFAIDHDWV4",4,2015-10-18
"i2cFAIDHDWV4",5,2015-10-19
"i2cFAIDHDWV4",6,2015-11-29
"i2cLYNX555",1,2015-11-15
"i2cLYNX555",2,2016-02-06
"i2cLYNX555",3,2016-02-07
"i2cLYNX555",4,2016-03-12
"i2c1510116a",1,2015-08-21
"i2c1510116a",2,2015-11-12
"i2c1510116a",3,2015-11-13
"i2c1510116a",4,2015-11-17
"i2c1510116a",5,2015-11-18
"i2c1510116a",6,2015-12-29
"i2cARIALV4",1,2015-08-10
"i2cARIALV4",2,2015-11-01
"i2cARIALV4",3,2015-11-02
"i2cARIALV4",4,2015-11-15
"i2cARIALV4",5,2015-11-16
"i2cARIALV4",6,2015-12-27
"i2c1508179a",1,2015-08-04
"i2c1508179a",2,2015-10-26
"i2c1508179a",3,2015-10-27
"i2c1508179a",4,2015-12-01
"i2c1508179a",5,2015-12-02
"i2c1508179a",6,2016-01-12
"i2c1506032M2",1,2015-03-10
"i2c1506032M2",2,2015-06-01
"i2c1506032M2",3,2015-06-02
"i2c1506032M2",4,2015-06-30
"i2c1506032M2",5,2015-07-01
"i2c1506032M2",6,2015-09-22
"i2c1509106a",1,2015-08-26
"i2c1509106a",2,2015-11-17
"i2c1509106a",3,2015-11-18
"i2c1509106a",4,2015-12-08
"i2c1509106a",5,2015-12-09
"i2c1509106a",6,2016-01-19
"i2c1509018a",1,2015-06-29
"i2c1509018a",2,2015-09-20
"i2c1509018a",3,2015-09-21
"i2c1509018a",4,2015-10-27
"i2c1509018a",5,2015-10-28
"i2c1509018a",6,2015-12-08
"i2c1508098a",1,2015-06-04
"i2c1508098a",2,2015-08-26
"i2c1508098a",3,2015-08-27
"i2c1508098a",4,2015-08-27
"i2c1508098a",5,2015-08-28
"i2c1508098a",6,2015-10-08
"i2c1509107a5",1,2015-08-10
"i2c1509107a5",2,2015-11-01
"i2c1509107a5",3,2015-11-02
"i2c1509107a5",4,2015-11-15
"i2c1508137a",1,2015-07-16
"i2c1508137a",2,2015-10-07
"i2c1508137a",3,2015-10-08
"i2c1508137a",4,2015-10-13
"i2c1508137a",5,2015-10-14
"i2c1508137a",6,2015-11-24
"i2c1511005a",1,2015-09-16
"i2c1511005a",2,2015-12-08
"i2c1511005a",3,2015-12-09
"i2c1511005a",4,2015-12-29
"i2c1511005a",5,2015-12-30
"i2c1511005a",6,2016-02-09
"i2c1508223a",1,2015-09-05
"i2c1508223a",2,2015-11-27
"i2c1508223a",3,2015-11-28
"i2c1508223a",4,2015-12-08
"i2c1508223a",5,2015-12-09
"i2c1508223a",6,2016-01-19
"i2cHSV2",1,2015-09-21
"i2cHSV2",2,2015-12-13
"i2cHSV2",3,2015-12-14
"i2cHSV2",4,2016-01-03
"i2c1511028a",1,2015-10-26
"i2c1511028a",2,2016-01-17
"i2c1511028a",3,2016-01-18
"i2c1511028a",4,2016-01-31
"i2c1511028a",5,2016-02-01
"i2c1511028a",6,2016-03-13
"i2c1509101a",1,2015-07-19
"i2c1509101a",2,2015-10-10
"i2c1509101a",3,2015-10-11
"i2c1509101a",4,2015-10-11
"i2c1509101a",5,2015-10-12
"i2c1509101a",6,2015-11-22
"i2c1509124a",1,2015-08-24
"i2c1509124a",2,2015-11-15
"i2c1509124a",3,2015-11-16
"i2c1509124a",4,2015-11-29
"i2c1509124a",5,2015-11-30
"i2c1509124a",6,2016-01-10
"i2c1509107a3",1,2015-07-13
"i2c1509107a3",2,2015-10-04
"i2c1509107a3",3,2015-10-05
"i2c1509107a3",4,2015-10-18
"i2cLYNX444",1,2015-11-15
"i2cLYNX444",2,2016-02-06
"i2cLYNX444",3,2016-02-07
"i2cLYNX444",4,2016-03-05
"i2cFAIDADWV4",1,2015-07-13
"i2cFAIDADWV4",2,2015-10-04
"i2cFAIDADWV4",3,2015-10-05
"i2cFAIDADWV4",4,2015-10-18
"i2cFAIDADWV4",5,2015-10-19
"i2cFAIDADWV4",6,2015-11-29
"i2c1510041a",1,2015-09-08
"i2c1510041a",2,2015-11-30
"i2c1510041a",3,2015-12-01
"i2c1510041a",4,2015-12-24
"i2c1510041a",5,2015-12-25
"i2c1510041a",6,2016-02-04
"i2c1509116a",1,2015-09-04
"i2c1509116a",2,2015-11-26
"i2c1509116a",3,2015-11-27
"i2c1509116a",4,2015-12-05
"i2c1509116a",5,2015-12-06
"i2c1509116a",6,2016-01-16
